iterations,bucket0,magnetism0,bucket1,magnetism1,bucket2,magnetism2,bucket3,magnetism3,bucket4,magnetism4,bucket5,magnetism5,bucket6,magnetism6,bucket7,magnetism7,bucket8,magnetism8,bucket9,magnetism9
5918,2,0.966049,0,0.947531,2,0.92284,0,0.890432,0,0.810185,1,0.722222,2,0.554012,0,0.200617,7,0,7,0.0185185
5919,2,0.966049,0,0.947531,2,0.92284,0,0.890432,0,0.810185,1,0.722222,2,0.554012,0,0.200617,11,-0.00154321,11,0.0169753
5920,2,0.966049,0,0.947531,2,0.92284,0,0.890432,8,0.811728,1,0.722222,2,0.555556,0,0.200617,15,-0.00308642,7,0.0154321
5921,2,0.966049,0,0.947531,2,0.92284,0,0.890432,0,0.810185,1,0.722222,2,0.554012,0,0.200617,23,-0.00154321,15,0.0169753
5922,2,0.966049,0,0.947531,2,0.92284,0,0.890432,0,0.810185,1,0.722222,2,0.555556,0,0.200617,23,-0.00308642,15,0.0154321
5923,2,0.966049,0,0.947531,2,0.92284,0,0.890432,0,0.810185,1,0.722222,2,0.555556,0,0.200617,23,-0.00462963,15,0.0138889
5924,2,0.966049,0,0.947531,2,0.92284,0,0.890432,0,0.810185,1,0.722222,2,0.555556,0,0.200617,27,-0.00617284,7,0.0123457
5925,2,0.966049,0,0.947531,2,0.92284,0,0.890432,0,0.810185,1,0.722222,6,0.557099,0,0.200617,23,-0.00771605,7,0.0108025
5926,2,0.966049,0,0.947531,2,0.92284,0,0.890432,0,0.810185,1,0.722222,6,0.555556,0,0.200617,23,-0.00617284,7,0.0123457
5927,2,0.966049,0,0.947531,2,0.92284,0,0.890432,0,0.810185,1,0.722222,6,0.554012,4,0.199074,19,-0.00771605,3,0.0108025
5928,2,0.964506,0,0.947531,6,0.924383,0,0.890432,0,0.810185,1,0.722222,2,0.552469,4,0.199074,27,-0.00925926,7,0.0123457
5929,2,0.964506,0,0.947531,6,0.924383,0,0.890432,0,0.810185,5,0.723765,2,0.552469,4,0.197531,19,-0.0108025,11,0.0138889
5930,2,0.964506,0,0.947531,6,0.924383,0,0.890432,0,0.810185,5,0.725309,2,0.552469,0,0.195988,27,-0.00925926,11,0.0123457
5931,2,0.964506,0,0.947531,6,0.924383,0,0.890432,0,0.810185,5,0.725309,2,0.552469,0,0.195988,23,-0.0108025,7,0.0108025
5932,2,0.964506,0,0.947531,6,0.924383,0,0.890432,0,0.810185,5,0.725309,2,0.552469,0,0.197531,23,-0.00925926,3,0.00925926
5933,2,0.964506,0,0.947531,6,0.924383,0,0.890432,0,0.810185,5,0.725309,2,0.552469,0,0.197531,19,-0.00771605,3,0.00925926
5934,2,0.964506,0,0.947531,6,0.924383,0,0.890432,0,0.810185,5,0.723765,2,0.552469,0,0.199074,15,-0.00925926,3,0.00925926
5935,2,0.964506,0,0.947531,2,0.92284,0,0.890432,4,0.811728,5,0.723765,2,0.552469,0,0.200617,19,-0.00771605,3,0.00925926
5936,2,0.964506,0,0.947531,2,0.92284,0,0.890432,0,0.810185,5,0.723765,2,0.552469,0,0.20216,15,-0.00925926,3,0.00925926
5937,2,0.964506,0,0.947531,2,0.92284,0,0.890432,0,0.810185,5,0.723765,2,0.552469,8,0.200617,11,-0.0108025,3,0.00925926
5938,2,0.964506,0,0.947531,2,0.92284,0,0.890432,0,0.810185,5,0.723765,2,0.552469,4,0.20216,11,-0.0123457,3,0.00771605
5939,2,0.964506,0,0.947531,2,0.92284,0,0.890432,0,0.810185,5,0.723765,2,0.552469,0,0.200617,7,-0.0108025,7,0.00925926
5940,2,0.964506,0,0.947531,2,0.92284,0,0.890432,0,0.810185,5,0.723765,2,0.552469,0,0.200617,11,-0.0123457,7,0.0108025
5941,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,5,0.723765,2,0.552469,0,0.200617,11,-0.0138889,7,0.0108025
5942,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,5,0.723765,2,0.552469,0,0.200617,7,-0.0123457,7,0.0123457
5943,2,0.964506,0,0.947531,2,0.92284,8,0.893519,0,0.810185,1,0.722222,2,0.552469,0,0.20216,7,-0.0123457,7,0.0123457
5944,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.722222,2,0.552469,0,0.20216,3,-0.0138889,3,0.0108025
5945,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.722222,2,0.552469,4,0.200617,3,-0.0138889,3,0.0123457
5946,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.722222,2,0.552469,4,0.20216,3,-0.0138889,3,0.0108025
5947,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.722222,2,0.552469,4,0.20216,3,-0.0154321,3,0.0108025
5948,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,5,0.723765,2,0.552469,8,0.203704,3,-0.0169753,3,0.0108025
5949,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,5,0.722222,2,0.552469,4,0.20216,3,-0.0185185,3,0.00925926
5950,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,1,0.720679,2,0.552469,8,0.200617,3,-0.0169753,3,0.0108025
5951,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,1,0.720679,2,0.552469,4,0.199074,3,-0.0169753,3,0.0108025
5952,2,0.964506,0,0.947531,2,0.92284,4,0.893519,0,0.811728,1,0.720679,2,0.552469,12,0.200617,3,-0.0169753,3,0.00925926
5953,2,0.964506,0,0.947531,2,0.92284,4,0.893519,0,0.811728,1,0.720679,2,0.554012,12,0.20216,3,-0.0169753,7,0.0108025
5954,2,0.964506,0,0.947531,2,0.92284,4,0.893519,0,0.811728,1,0.722222,6,0.555556,12,0.200617,3,-0.0185185,7,0.0123457
5955,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,1,0.722222,6,0.555556,4,0.199074,11,-0.0169753,11,0.0138889
5956,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,1,0.722222,6,0.555556,4,0.199074,15,-0.0185185,15,0.0123457
5957,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,1,0.722222,6,0.555556,0,0.200617,11,-0.0200617,11,0.0108025
5958,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,1,0.722222,2,0.554012,0,0.200617,11,-0.0185185,7,0.00925926
5959,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,1,0.722222,2,0.554012,0,0.20216,7,-0.0169753,7,0.00925926
5960,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,1,0.722222,2,0.554012,4,0.203704,7,-0.0154321,3,0.00771605
5961,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.811728,1,0.722222,2,0.554012,4,0.20216,3,-0.0169753,3,0.00617284
5962,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.720679,2,0.554012,0,0.200617,3,-0.0169753,3,0.00771605
5963,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.720679,6,0.555556,0,0.200617,3,-0.0169753,7,0.00617284
5964,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.720679,6,0.555556,0,0.200617,3,-0.0169753,3,0.00771605
5965,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.720679,6,0.555556,0,0.200617,3,-0.0185185,3,0.00771605
5966,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.720679,2,0.554012,0,0.200617,3,-0.0185185,3,0.00617284
5967,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.720679,2,0.554012,0,0.200617,3,-0.0185185,3,0.00462963
5968,2,0.964506,0,0.947531,2,0.92284,0,0.891975,0,0.810185,1,0.722222,2,0.552469,0,0.200617,3,-0.0185185,3,0.00617284
5969,2,0.964506,0,0.947531,2,0.92284,4,0.893519,0,0.810185,1,0.722222,6,0.554012,0,0.200617,3,-0.0185185,3,0.00462963
5970,2,0.964506,0,0.947531,2,0.92284,4,0.893519,0,0.810185,1,0.722222,6,0.554012,0,0.20216,3,-0.0185185,3,0.00462963
5971,2,0.964506,0,0.947531,2,0.92284,4,0.893519,0,0.810185,1,0.722222,6,0.554012,0,0.200617,3,-0.0185185,3,0.00308642
5972,6,0.966049,0,0.947531,2,0.92284,4,0.893519,0,0.810185,1,0.722222,2,0.552469,0,0.20216,3,-0.0169753,7,0.00462963
5973,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.722222,2,0.550926,0,0.203704,3,-0.0169753,7,0.00617284
5974,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.722222,2,0.550926,0,0.203704,7,-0.0185185,7,0.00771605
5975,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.720679,2,0.550926,4,0.20216,7,-0.0169753,7,0.00925926
5976,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.722222,2,0.550926,4,0.203704,7,-0.0185185,7,0.00771605
5977,14,0.967593,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.722222,2,0.550926,4,0.205247,11,-0.0200617,3,0.00617284
5978,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.722222,2,0.550926,4,0.205247,15,-0.0185185,7,0.00771605
5979,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.720679,2,0.550926,0,0.203704,7,-0.0169753,7,0.00925926
5980,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.720679,2,0.550926,0,0.20216,3,-0.0185185,3,0.00771605
5981,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.720679,2,0.550926,0,0.20216,3,-0.0200617,3,0.00617284
5982,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.719136,2,0.550926,0,0.20216,3,-0.0200617,7,0.00462963
5983,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.719136,2,0.549383,0,0.203704,3,-0.0200617,11,0.00308642
5984,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.719136,2,0.549383,0,0.203704,3,-0.0185185,11,0.00154321
5985,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.719136,2,0.549383,0,0.203704,3,-0.0169753,11,0
5986,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.720679,2,0.549383,0,0.203704,3,-0.0154321,11,0.00154321
5987,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.720679,2,0.549383,0,0.203704,3,-0.0138889,11,0
5988,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.720679,2,0.549383,0,0.203704,3,-0.0138889,11,-0.00154321
5989,6,0.966049,4,0.949074,2,0.92284,4,0.893519,0,0.810185,1,0.720679,2,0.549383,0,0.203704,3,-0.0138889,11,-0.00308642
5990,6,0.966049,12,0.950617,2,0.92284,0,0.891975,0,0.810185,1,0.720679,2,0.549383,4,0.205247,3,-0.0138889,15,-0.00154321
5991,6,0.966049,4,0.949074,2,0.92284,0,0.891975,0,0.810185,1,0.720679,2,0.549383,4,0.203704,3,-0.0154321,15,0
5992,6,0.966049,4,0.949074,2,0.92284,0,0.891975,0,0.810185,5,0.722222,2,0.549383,0,0.20216,3,-0.0169753,15,-0.00154321
5993,6,0.966049,4,0.949074,2,0.92284,0,0.891975,0,0.810185,1,0.720679,2,0.549383,0,0.20216,3,-0.0185185,15,-0.00308642
5994,2,0.964506,4,0.949074,2,0.92284,0,0.891975,0,0.810185,1,0.720679,2,0.549383,0,0.203704,11,-0.0200617,15,-0.00462963
5995,2,0.964506,4,0.949074,2,0.92284,0,0.891975,0,0.810185,1,0.720679,2,0.549383,0,0.20216,11,-0.0216049,11,-0.00617284
5996,2,0.964506,4,0.949074,2,0.92284,0,0.891975,0,0.810185,1,0.720679,2,0.549383,0,0.200617,7,-0.0200617,15,-0.00462963
5997,2,0.964506,4,0.949074,2,0.92284,0,0.890432,0,0.810185,1,0.720679,2,0.549383,0,0.200617,11,-0.0216049,11,-0.00308642
5998,2,0.964506,4,0.949074,2,0.92284,0,0.890432,0,0.810185,1,0.720679,2,0.549383,0,0.200617,15,-0.0200617,11,-0.00154321
5999,2,0.964506,4,0.949074,2,0.92284,0,0.890432,0,0.810185,1,0.720679,2,0.549383,0,0.199074,15,-0.0216049,15,0
6000,2,0.964506,4,0.949074,2,0.92284,0,0.890432,0,0.810185,1,0.720679,2,0.549383,0,0.197531,15,-0.0200617,19,-0.00154321
6001,2,0.964506,4,0.949074,2,0.92284,8,0.891975,0,0.808642,1,0.720679,2,0.549383,0,0.197531,11,-0.0185185,15,-0.00308642
6002,2,0.964506,4,0.949074,2,0.92284,4,0.890432,0,0.808642,1,0.720679,2,0.54784,0,0.197531,15,-0.0169753,19,-0.00462963
6003,2,0.964506,4,0.949074,2,0.92284,4,0.890432,0,0.808642,1,0.720679,2,0.54784,0,0.197531,15,-0.0154321,19,-0.00308642
6004,2,0.964506,4,0.949074,2,0.92284,4,0.890432,0,0.808642,1,0.720679,2,0.54784,0,0.199074,15,-0.0138889,15,-0.00154321
6005,2,0.964506,4,0.949074,2,0.92284,4,0.890432,0,0.808642,1,0.720679,2,0.54784,0,0.199074,23,-0.0154321,15,-0.00308642
6006,2,0.964506,4,0.949074,2,0.92284,4,0.890432,0,0.808642,1,0.719136,2,0.549383,0,0.199074,23,-0.0138889,19,-0.00462963
6007,2,0.964506,4,0.949074,2,0.92284,0,0.888889,0,0.808642,1,0.719136,2,0.54784,0,0.199074,23,-0.0154321,19,-0.00617284
6008,2,0.964506,4,0.949074,2,0.92284,4,0.890432,0,0.808642,1,0.719136,2,0.54784,0,0.199074,23,-0.0169753,19,-0.00462963
6009,2,0.964506,4,0.949074,2,0.92284,4,0.890432,0,0.808642,1,0.719136,6,0.549383,0,0.199074,19,-0.0185185,15,-0.00308642
6010,2,0.964506,4,0.949074,2,0.92284,4,0.890432,0,0.808642,1,0.719136,6,0.549383,0,0.200617,11,-0.0169753,11,-0.00154321
6011,2,0.964506,4,0.949074,2,0.924383,4,0.890432,0,0.808642,1,0.719136,2,0.54784,4,0.20216,15,-0.0185185,11,0
6012,2,0.964506,4,0.949074,2,0.924383,4,0.890432,0,0.808642,1,0.719136,2,0.54784,4,0.20216,15,-0.0169753,7,-0.00154321
6013,2,0.964506,4,0.949074,2,0.924383,4,0.890432,0,0.808642,1,0.719136,2,0.54784,4,0.20216,19,-0.0185185,11,0
6014,2,0.964506,8,0.950617,2,0.924383,4,0.890432,0,0.808642,1,0.719136,2,0.54784,4,0.200617,19,-0.0200617,7,0.00154321
6015,2,0.964506,0,0.949074,2,0.924383,4,0.890432,0,0.808642,1,0.719136,2,0.54784,8,0.199074,19,-0.0216049,7,0
6016,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.54784,8,0.197531,19,-0.0200617,11,0.00154321
6017,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.54784,8,0.199074,11,-0.0185185,7,0
6018,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.549383,8,0.197531,3,-0.0200617,11,0.00154321
6019,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.549383,4,0.195988,3,-0.0185185,3,0.00308642
6020,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.54784,4,0.194444,7,-0.0200617,3,0.00154321
6021,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.54784,4,0.192901,3,-0.0216049,11,0
6022,2,0.964506,0,0.949074,2,0.924383,4,0.888889,4,0.810185,1,0.719136,2,0.54784,0,0.191358,3,-0.0216049,7,0.00154321
6023,2,0.964506,0,0.949074,10,0.925926,4,0.888889,0,0.808642,1,0.719136,2,0.54784,0,0.189815,3,-0.0231481,7,0
6024,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.54784,0,0.189815,3,-0.0216049,11,0.00154321
6025,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.54784,0,0.191358,7,-0.0200617,7,0.00308642
6026,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.549383,0,0.191358,3,-0.0185185,7,0.00154321
6027,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.549383,4,0.192901,7,-0.0169753,3,0
6028,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.808642,1,0.719136,2,0.549383,4,0.191358,3,-0.0185185,3,0
6029,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.810185,1,0.719136,2,0.549383,4,0.189815,3,-0.0185185,3,0
6030,2,0.964506,0,0.949074,2,0.924383,4,0.888889,0,0.810185,1,0.719136,2,0.549383,0,0.188272,3,-0.0185185,3,0
6031,2,0.964506,0,0.949074,2,0.924383,0,0.887346,0,0.810185,1,0.719136,6,0.550926,0,0.188272,3,-0.0169753,3,0
6032,2,0.964506,8,0.950617,2,0.924383,0,0.887346,0,0.810185,5,0.720679,6,0.550926,0,0.188272,3,-0.0185185,3,0
6033,2,0.964506,0,0.949074,10,0.925926,0,0.887346,0,0.810185,9,0.722222,6,0.550926,0,0.188272,3,-0.0185185,3,0
6034,2,0.964506,0,0.949074,6,0.924383,0,0.887346,0,0.810185,1,0.720679,6,0.550926,0,0.188272,3,-0.0185185,3,0
6035,2,0.964506,0,0.949074,6,0.924383,0,0.887346,0,0.810185,1,0.720679,6,0.550926,4,0.186728,3,-0.0185185,3,0
6036,2,0.964506,0,0.949074,6,0.924383,0,0.887346,0,0.810185,1,0.720679,6,0.550926,4,0.186728,7,-0.0169753,3,-0.00154321
6037,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.810185,1,0.720679,2,0.549383,8,0.188272,3,-0.0154321,7,-0.00308642
6038,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.810185,5,0.722222,2,0.549383,4,0.189815,3,-0.0154321,11,-0.00462963
6039,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.810185,5,0.722222,2,0.549383,4,0.191358,3,-0.0138889,3,-0.00308642
6040,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.810185,5,0.722222,2,0.549383,4,0.191358,7,-0.0123457,11,-0.00154321
6041,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.810185,5,0.722222,2,0.549383,4,0.191358,7,-0.0123457,3,-0.00308642
6042,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,5,0.722222,2,0.549383,4,0.191358,7,-0.0108025,11,-0.00462963
6043,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,5,0.722222,2,0.54784,0,0.189815,7,-0.00925926,11,-0.00308642
6044,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,5,0.722222,2,0.54784,0,0.189815,7,-0.0108025,11,-0.00154321
6045,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,5,0.722222,2,0.54784,0,0.189815,7,-0.0123457,11,0
6046,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,5,0.722222,2,0.54784,0,0.189815,3,-0.0138889,7,-0.00154321
6047,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,1,0.720679,2,0.54784,0,0.188272,7,-0.0154321,7,0
6048,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,1,0.720679,2,0.546296,0,0.188272,7,-0.0154321,3,0.00154321
6049,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,1,0.720679,2,0.546296,0,0.188272,7,-0.0138889,3,0.00154321
6050,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,1,0.720679,2,0.546296,0,0.189815,7,-0.0123457,3,0.00308642
6051,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,1,0.720679,2,0.546296,0,0.189815,3,-0.0108025,3,0.00308642
6052,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,9,0.722222,2,0.546296,4,0.191358,3,-0.0108025,7,0.00462963
6053,2,0.964506,0,0.949074,6,0.924383,0,0.888889,0,0.811728,1,0.720679,2,0.546296,4,0.191358,7,-0.00925926,3,0.00308642
6054,2,0.964506,0,0.949074,6,0.924383,0,0.888889,4,0.813272,5,0.722222,2,0.546296,4,0.191358,3,-0.00771605,7,0.00154321
6055,2,0.964506,4,0.950617,6,0.924383,0,0.888889,0,0.811728,5,0.722222,6,0.544753,4,0.189815,3,-0.00771605,7,0.00154321
6056,2,0.964506,4,0.950617,6,0.924383,0,0.888889,0,0.811728,5,0.722222,6,0.544753,4,0.188272,7,-0.00617284,7,0.00308642
6057,2,0.964506,4,0.950617,6,0.924383,0,0.888889,0,0.811728,5,0.720679,6,0.544753,8,0.186728,7,-0.00462963,7,0.00462963
6058,2,0.964506,4,0.950617,6,0.924383,0,0.888889,0,0.811728,5,0.720679,6,0.544753,0,0.185185,7,-0.00617284,7,0.00308642
6059,2,0.964506,4,0.950617,6,0.924383,0,0.888889,0,0.811728,5,0.720679,6,0.546296,4,0.183642,3,-0.00462963,7,0.00462963
6060,2,0.964506,4,0.950617,6,0.924383,0,0.888889,4,0.813272,5,0.720679,6,0.546296,4,0.185185,3,-0.00308642,7,0.00308642
6061,2,0.964506,4,0.950617,2,0.92284,0,0.888889,0,0.811728,5,0.720679,6,0.546296,0,0.183642,11,-0.00462963,3,0.00154321
6062,2,0.964506,4,0.950617,2,0.92284,0,0.888889,0,0.811728,5,0.722222,2,0.544753,0,0.183642,11,-0.00308642,7,0.00308642
6063,2,0.964506,8,0.95216,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.544753,0,0.182099,15,-0.00462963,15,0.00462963
6064,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.544753,0,0.182099,15,-0.00308642,15,0.00617284
6065,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.544753,4,0.180556,15,-0.00154321,15,0.00462963
6066,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.544753,8,0.179012,11,-0.00308642,15,0.00308642
6067,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.544753,4,0.177469,7,-0.00462963,23,0.00154321
6068,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.544753,0,0.179012,3,-0.00617284,19,0.00308642
6069,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.544753,0,0.179012,3,-0.00771605,23,0.00154321
6070,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.720679,2,0.544753,0,0.177469,3,-0.00771605,23,0
6071,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.720679,2,0.544753,0,0.179012,3,-0.00771605,23,-0.00154321
6072,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.720679,2,0.544753,0,0.179012,3,-0.00617284,23,0
6073,2,0.964506,0,0.950617,2,0.92284,12,0.891975,0,0.813272,1,0.720679,2,0.54321,0,0.179012,3,-0.00771605,19,0.00154321
6074,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.720679,2,0.54321,0,0.179012,7,-0.00617284,11,0.00308642
6075,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,9,0.722222,2,0.54321,0,0.179012,7,-0.00771605,3,0.00154321
6076,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.720679,2,0.54321,8,0.177469,3,-0.00925926,3,0.00154321
6077,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.719136,2,0.54321,12,0.175926,7,-0.0108025,3,0.00154321
6078,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.719136,2,0.54321,8,0.174383,7,-0.0108025,3,0.00154321
6079,2,0.964506,0,0.950617,2,0.92284,8,0.891975,0,0.813272,5,0.720679,2,0.54321,0,0.17284,11,-0.0123457,3,0.00154321
6080,2,0.964506,0,0.950617,2,0.92284,0,0.890432,0,0.813272,5,0.720679,2,0.54321,4,0.171296,19,-0.0108025,7,0
6081,2,0.964506,0,0.950617,2,0.92284,0,0.890432,0,0.813272,5,0.720679,2,0.54321,0,0.17284,15,-0.0123457,7,0.00154321
6082,2,0.964506,0,0.950617,2,0.92284,0,0.890432,0,0.813272,1,0.719136,2,0.54321,0,0.17284,11,-0.0138889,11,0
6083,2,0.964506,0,0.950617,2,0.92284,8,0.891975,0,0.813272,1,0.719136,2,0.54321,0,0.174383,3,-0.0123457,11,0.00154321
6084,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.719136,2,0.54321,0,0.174383,7,-0.0108025,7,0
6085,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.719136,2,0.54321,0,0.174383,7,-0.0108025,11,0.00154321
6086,2,0.964506,0,0.950617,2,0.92284,4,0.890432,0,0.813272,1,0.719136,2,0.54321,0,0.17284,7,-0.0123457,11,0.00308642
6087,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.719136,2,0.54321,0,0.17284,7,-0.0108025,15,0.00462963
6088,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.54321,0,0.17284,15,-0.00925926,15,0.00617284
6089,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,9,0.722222,2,0.54321,0,0.17284,19,-0.0108025,11,0.00462963
6090,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.54321,0,0.17284,23,-0.0123457,7,0.00308642
6091,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.541667,0,0.17284,23,-0.0108025,11,0.00154321
6092,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.720679,2,0.541667,0,0.174383,27,-0.0123457,11,0
6093,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.719136,2,0.541667,0,0.174383,23,-0.0138889,11,-0.00154321
6094,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.813272,1,0.719136,2,0.541667,0,0.174383,31,-0.0154321,11,0
6095,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.814815,1,0.719136,6,0.54321,0,0.174383,35,-0.0138889,19,-0.00154321
6096,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.814815,1,0.719136,14,0.544753,0,0.174383,35,-0.0154321,15,0
6097,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.814815,1,0.719136,10,0.54321,0,0.174383,31,-0.0138889,11,-0.00154321
6098,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.814815,1,0.719136,2,0.541667,0,0.174383,31,-0.0123457,15,0
6099,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.814815,1,0.719136,2,0.541667,0,0.174383,31,-0.0138889,11,0.00154321
6100,2,0.964506,0,0.950617,2,0.92284,0,0.888889,0,0.814815,1,0.719136,2,0.541667,0,0.175926,27,-0.0123457,15,0.00308642
